id,team_id,service_id,flag,round
3396,3,3,T8ZWHJPP3V8BEUH9MC3QTVEAXVA1E0F=,82
3397,4,0,PT7YWRJDELH1HPB3BB8JRIW0HDUED50=,82
3398,4,1,JYUIB2ENOX5EQUQZO93L64IBY4D5D00=,82
3399,4,2,OBDR9WC0A0CX1TKPU6E772F2MAF8106=,82
3400,4,3,K5CO5PM5GTFQTIA855XSOYUY867F39B=,82
3401,5,0,OUH5JLDHHNYCUOEXHJBA3PHGVB042BE=,82
3402,5,1,99PMGQRFV8EPRTZE5K9L3QUN9JI8DE3=,82
3403,5,2,E7UV0ICY4CPE9YQTUXZ9R2N9SP6FF5B=,82
3404,5,3,CAA0PREGT2GZ6PG47KPWIH3OGHK6BFA=,82
3405,6,0,IHF56LS1F79CUL9MMEV6ZHK1CH92FA3=,82
3406,6,1,Q2VEV21Z1GOPD3CQRBTR70G24ECD367=,82
3407,6,2,8F87522DBENXSHT5726IPSNNJM24268=,82
3408,6,3,WTVBXO3TBHBRP2U1K20UQ83O4W7ADA5=,82
3409,7,0,FHX0N63AU07UZQSYGQ3I22HGZ3L7B3D=,82
3410,7,1,CNT9U4F2RBXWZOMUEUS9I4GWNPN9583=,82
3411,7,2,NWUL1OTIXULX5Q7X4WPPI0TU2SIAE3F=,82
3412,7,3,RW3QMMCYR2C86NVKRSYC676K4A2DD15=,82
3413,8,0,784ZPBLV3FCXITNGT6R5RFWBX4I5FDB=,82
3414,8,1,ZJYOJOV2N40VLQP3PY082AM7D2RFD70=,82
3415,8,2,LANWX2SWSDR0AF32Z7PY23DUWYM2125=,82
3416,8,3,RI9NJTUB4MUFV21CUXUZR0EF7MGBEC6=,82
3417,9,0,RBEGLA7H2IPPAJ332NR30JFEUZD56D3=,82
3418,9,1,9TYKCO5LBS58NVY2NFKXYFX290PAD1F=,82
3419,9,2,NK01552R9L3CHPARA75GECJB2KZ6D8E=,82
3420,9,3,F8DVK6V1XN4LGS49UWW5L7QQAOQ5892=,82
3421,0,0,PW0BHAF2AT1LGVX3J8KNZQTKYSMC302=,83
3422,0,1,V81VTQHRDSYTWPT34II25KW6XIRB8B6=,83
3423,0,2,NAXWM1T8FB9M1KYOYKKN1S34EJR9F96=,83
3424,0,3,CM0J8MOIE1HN6SEWDBBWEXV3TJ4C135=,83
3425,1,0,Z8FK7RBSJXI0QX934Q0SV3UUOQC0D8D=,83
3426,1,1,EYI3D6PNM4WQDVAL9HR14BST7ZV250B=,83
3427,1,2,LKDGUS4IQAQOOU21NERE174PS1MCFA0=,83
3428,1,3,X06LH3J72QC3Y9A309HD1XDP9J71F2B=,83
3429,2,0,WXNQYCFA186RUAU4WFUYB45W49E1CF2=,83
3430,2,1,NEDT53K2IQ1PNGNKY4J6UXR04L8B5E0=,83
3431,2,2,CUE38TWUCSB3YXZK3S5QIK25BYE5079=,83
3432,2,3,EGZRJRU1SEHKHP4KEYE702U3NT8AB40=,83
3433,3,0,TT8QC8F536G1K8J3VD6NUXR48AE3DC6=,83
3434,3,1,GIXEX5B9TLJCHM3OZKAKX3XP589EC0A=,83
3435,3,2,OEHQJ1SKGXZU93KT715AG4SLG1T17A2=,83
3436,3,3,TU8K222IVYW28MM51PYF21GW51CF416=,83
3437,4,0,RGJDMSYSRENR70JYQB3ZK0WYW1A05E8=,83
3438,4,1,UA3WH8TF1N33RQMVU14WHEF7B5A62B5=,83
3439,4,2,3C0U6IMQ821VFQEVXXAP85OBTZDB0EA=,83
3440,4,3,EIBNHPBXRNP6SMUY7SLF3701YJB2FED=,83
3441,5,0,YUWKYQ1KU8K5PUMK4GLWCKI9DFNA513=,83
3442,5,1,IDFZXBUXUX0OG6YS0A46CX0396098F2=,83
3443,5,2,HSQQ8WKP097HF8XTM29LDD8YWS50CB8=,83
3444,5,3,JH1O31MYHN75BH1ZEXZI55L2JRG45AD=,83
3445,6,0,ISBGUGX292O0THJTE7L8DBX07MN0F00=,83
3446,6,1,GNIW5WN9BK28MJ52AS4PG3GW7GIB47A=,83
3447,6,2,9JX2EQ1V0HS1J63PY9NB0LVG7BBD119=,83
3448,6,3,BTRWD8YCZA2D7BXANX00Q0XW8FME277=,83
3449,7,0,M6QKHZA05CFTZPCB8B8RTKKNC2J4C0F=,83
3450,7,1,9S6CK1JSOCKT80674QJRJZ5FBYP5E7A=,83
3451,7,2,0UE3N0HW248E6HQ1K1L027UOGEV10CF=,83
3452,7,3,L4NJ3FB5TRUJ624CYE1VNBC1B2AB126=,83
3453,8,0,FXDCH4EPN1Y2R1DDA3S5X8DPLRFA9B8=,83
3454,8,1,CZN832IPNCMDINA71MO74N48WT38030=,83
3455,8,2,LW0YSV649JT7Q1GWITD0CQ9W8ML4599=,83
3456,8,3,EW09L9BRBR9XV5LL9HE3COPDRWEED26=,83
3457,9,0,X1FHD7QAH90WYCS92P5LFIF3LWC317F=,83
3458,9,1,URP8EX2FW9CI5CCD5QT4LF1FWPCE340=,83
3459,9,2,6AC6XHQBO2VFRZLZWJD4MV3Z88S1B3E=,83
3460,9,3,JXZY5IK6RL15R0OMY0EE739UY2939F9=,83
3461,0,0,ANI7JAPTLCEOEF383AOBBBTNOM9CE3D=,84
3462,0,1,HKXJCIVOL7Y8HAU5CLRV9FWG7JE9F1D=,84
3463,0,2,1KFG3KLAIYVJ2WDXC82JT3YUMZX3F95=,84
3464,0,3,6R40ZHQX5IHREFQDO5M0B7WXUBWEFC7=,84
3465,1,0,CNTS8GERX9LH020A138ZCC3EB8E3D35=,84
3466,1,1,9O744DALSVQJVNUZFKDVR0XAN8D3131=,84
3467,1,2,8JV8DB31PMRVQ5DTJ8B5AMGR7DAC6F3=,84
3468,1,3,ZIUBHO5Z35ZUXOY3OYPWIPEI33CAA23=,84
3469,2,0,87FKDB0O2O2ZW8C5WY89GJR9IWV6141=,84
3470,2,1,LBDWVYNRR4U3S9IQT488U3FG83M8C8E=,84
3471,2,2,RMAI6MCOTW8FIDK0Y9ROUZ0WR5D90C8=,84
3472,2,3,GJHVAB6WSR3MYCEH842L3QCRKUUEF0B=,84
3473,3,0,IGQX8KC1KOERADTB8TTL2DBOM2F83F6=,84
3474,3,1,EQU0CR7F98MDVSXWLJEAQA1U5GD0849=,84
3475,3,2,URSG8Y87EQ2FZVA378Y97K5JD5689D9=,84
3476,3,3,8SH4F75MGSQPPM0R9UBNP0L1UOKF975=,84
3477,4,0,USJ1O183XA6C9ZD37GLN6YF15LK8936=,84
3478,4,1,G5REELYW1L6DGXX58TZ570SZK4448A6=,84
3479,4,2,PYWUPNSCHENHFHP9AIH2R1QH4SG41F0=,84
3480,4,3,V6UFN7ZZWR0MCT4I9SNVPW3REE34D80=,84
3481,5,0,AL8CLPQRSNODTKYJYD6V4L5IFXV8F1A=,84
3482,5,1,QDOVOLTPG1LV1R8I9Y6X6G49I3VF851=,84
3483,5,2,5YAY6Q787EL4R8N0KK787RWRA0J3F15=,84
3484,5,3,OXE3AWAQ6SN6HJYEDLT4R7RTXVID887=,84
3485,6,0,NRG6O0TOBO004S7TOSVR3SE1H5H2198=,84
3486,6,1,DSEZQW648YG5J5S34OCXWGFXFH32102=,84
3487,6,2,LU2P7H63KCN1Y3BGZVEB8ZXA2C63F8F=,84
3488,6,3,6Z1TXEB89BX6MMJFX7DX7FDYTYWBB5D=,84
3489,7,0,6YUXS7BBNQ2FX3ZNAKEFYXRMNR9E190=,84
3490,7,1,G9Z161LK4AAVSWUI2QG3EXWQCD50C2E=,84
3491,7,2,8FFJ5SFFCMIBLEJ2J5F9XPQ2CAS84FC=,84
3492,7,3,OY47Y08Y5WOSON3WU0LYV2HP2G12306=,84
3493,8,0,9YWI39UZA2EUJQQYGC25INF0UDD3A29=,84
3494,8,1,D058CJ9HGG8GRZK0AERNZBM764D8ACE=,84
3495,8,2,2ORRTXG7FWWDRK6NXIRC4BI1R1209BA=,84
3496,8,3,T8XGQPW4ESR8X5GYQDKAI7IENVP4768=,84
3497,9,0,44K5VVLN51E8I67BSWFMRK1SVFH95B7=,84
3498,9,1,AAKNVKFY3GJAETQJVL5U6O16CMA8A03=,84
3499,9,2,RUYMGMDRPQE1GOO09TM2GDQZB91A94B=,84
3500,9,3,JWN55PYUTHR69JUNSKDR80FYBG50FC6=,84
3501,0,0,V549K6307I0XG7FGE948PI5H0RIF951=,85
3502,0,1,FYCV5E4VHDJUTBLVIXI7NVFR1VZD2D1=,85
3503,0,2,3GVD9GILOKO2DD8JWIFA3FUVAVU9AA1=,85
3504,0,3,Y3FUMFX7QIWA0Y2UEJ5KQ9YN2FW0F9B=,85
3505,1,0,NP0Y2J6038TO86KJ9DXTMIVGWAWBC4B=,85
3506,1,1,9KD98X9W972LQL55Z4ISQMMSTNA0ED9=,85
3507,1,2,80RDHKX9IAL1EE67XC3420YNGEE4A0F=,85
3508,1,3,WR61Z3BBUXQ48KLT2FZ54UL6P56BF6B=,85
3509,2,0,OF8TONACDRDOVF4TZUA9Q6TP1Q3E81B=,85
3510,2,1,UU5IZEWS5IXMMARRCX5WWTMBF6JC2E7=,85
3511,2,2,7AFTITCCL7MK2VXOHW7E1C4VH3S2669=,85
3512,2,3,GZBG4A5M47C1G2B0GYVS4L7UMA85443=,85
3513,3,0,FENH7S6NX7V4UN5VP9EQPR0K3WH11CB=,85
3514,3,1,ZOQO1X15MUHIU9VFKSOZHQ51QVY1C33=,85
3515,3,2,U80U9B2L87IP4PWXUHX5OB8B8HA2F7D=,85
3516,3,3,U38XN2UAD32J449CGURUR8NXZYM14BA=,85
3517,4,0,VYBV1SBF34CWLVA3AVGMWGJHJ76BC1C=,85
3518,4,1,6DDVW43M80DPWEWWLWNC6L4P3N62DE3=,85
3519,4,2,L24J9ZAJ69Z1ZWGL2PTHGR0ZFF835E5=,85
3520,4,3,0QO8H4U0ZHNIIN1ZCU7VEQ42JKD5B01=,85
3521,5,0,TCHYZO44545Z6MZS68AZ3F0KJ9P1BD2=,85
3522,5,1,X796IJEY5Y6MS4F3H5810U36NASFE41=,85
3523,5,2,TGDXX4IS45XKNJ8FD356HBEJYKE1721=,85
3524,5,3,FQ61TZZ8EU17GSU1150ME34S9HTDC78=,85
3525,6,0,FUM1P6F2ENCCCWGT2RKYVN4R5T8D891=,85
3526,6,1,U940WS76JUK6VFN0LJ3G0RJ1IFG66F7=,85
3527,6,2,J5S8U5937U2AGACBGZQ9UBURIL7F704=,85
3528,6,3,N745306V7HXRW6PYTF8GGXT9U9ACC92=,85
3529,7,0,87PTW3Z8Q3KPY4DZF6J5B5YZEA47937=,85
3530,7,1,AW9ESPISVH39GZ70NWWA2SH895Y9EE0=,85
3531,7,2,Z6UCIBR8TL2L7J2ERAOAYZZ2V7T460E=,85
3532,7,3,WWC6NMXF6LTIFPI79XAKAB4IGJ11DE6=,85
3533,8,0,J5Y9HV1XFUOMA8KHM6RWPLZ7W3T2C0A=,85
3534,8,1,MBGYESKC0HNGZJ1909Z5MNU8YHMBBEC=,85
3535,8,2,AWSR8QLSOHCLTBGABSGWVSK8QIE8362=,85
3536,8,3,MXQGT0OQXTJOVZ60DLVU2XAC34X9EB6=,85
3537,9,0,RBWI8ONTDXQB4ASK1GIRPTJGPYBCB6F=,85
3538,9,1,564VSTHRG0NRB3GT0K1V43GT6EZF3B3=,85
3539,9,2,L5LQ4XIU9QBU3TADAJ81Y6CSHV32DE1=,85
3540,9,3,HNHB7BL6631NB1YG6ABI56TI8FB3F6A=,85
3541,0,0,BIFN5PQACWR79J1D24O63FK6CDMC8E4=,86
3542,0,1,D2EA4BQ3FJO3HKJDC5KDIRJP2QW5250=,86
3543,0,2,C9WHWR64JYY7FP5W745UU0EKWQ25045=,86
3544,0,3,GRFME500FP1CC2SHPSUAJQRCC067BD8=,86
3545,1,0,ZFWUU4H40888XS0O7NI26DKAHW1787B=,86
3546,1,1,RPDRWNMN5I260HKGBU3OPV1SBD53F3E=,86
3547,1,2,H7F0ATF91L6YGWDLY7QYWTD46DF8871=,86
3548,1,3,4H47MGI0G2N4IS0A9G5SCK0Z695B199=,86
3549,2,0,Q9VYQ9XV6JEARENLWHKVYJRGIFG4CE5=,86
3550,2,1,X7XM6VS4WRUPJMWN9RONSJC5F1H4201=,86
3551,2,2,TATZ4CJO0ZR70UZQYER49HZ4SB95713=,86
3552,2,3,7MOPVBKQWGU8XGMBGD4PK9RSWW22604=,86
3553,3,0,MU114XE4GM18Q7GC3XGIGP6KB5G82EC=,86
3554,3,1,HBNIMER33RDSD8GJVV4MII0B4EB0C77=,86
3555,3,2,8R2F1W9ZXFEGZR72YWX03V4KVGBC234=,86
3556,3,3,8F116D4W600OWM3RRZS11BRK43708ED=,86
3557,4,0,Q1P9IPWR5UL2RKMMT7QPIEOT6DZ9CEC=,86
3558,4,1,4CTEV47PS1RFWQ1LJG8BBBX8UE8BDA7=,86
3559,4,2,Y4L2JP4A0ZH9T4CCKDMFNVPEKFGD82B=,86
3560,4,3,PE4AMG0R8RDPV7O4UO65WOLR4XKABB5=,86
3561,5,0,SIEU3YKCX5H8S5YQFG2L99VMZZ21F72=,86
3562,5,1,OND4WPE2ITE5T6IZ79O3TB5X4P82A63=,86
3563,5,2,IARSQ5CQULTA7OTIL6WFTZ858L5D8E1=,86
3564,5,3,8ANXA6PZFJ36I96BZ83LUMUDXZ5A57B=,86
3565,6,0,D4HQA8AUKWC3QC0FVBYM8QGOQ714D73=,86
3566,6,1,OON9D0D6RBP4G50B9QBWFVBE92S9C34=,86
3567,6,2,QY1N7OBHNZ1QLOMABCFZWZQ8P2Q926A=,86
3568,6,3,BBFE9E3G59A5HXB5L038YQ46B04F471=,86
3569,7,0,6EA8GPRW1ZBY3CIVAIEP9WKSCEO2522=,86
3570,7,1,JYNQGJI4178XAVMF11HZSVIYV5FD278=,86
3571,7,2,2AQCIJ9BCACT8MUTFN1G3VGQKK0B06A=,86
3572,7,3,0MF9AA9TD1G246M9PEF0AD3NT1KEF99=,86
3573,8,0,L0DO5CCEO9JGV57W831CN63IPLIFB8D=,86
3574,8,1,LIHNP1TJQ8OD82M5Z17RBPT00HRE7BD=,86
3575,8,2,ZXCYLSY2YKUE1H3Z8VKH8VUUFVY06DC=,86
3576,8,3,U1O48MGKAG6E3YMXU0T1ZWIPV523494=,86
3577,9,0,UFTWL14C86LXQC4PEN7RWWIULNA3FFA=,86
3578,9,1,UHKY56MXFWST5SSPMBEG6RO7T0O3BB0=,86
3579,9,2,3L88HY141QTVFJ4KM6K2YZ0F5AT481A=,86
3580,9,3,E24C91S7BKFBBY3518OA7SY9REE18BC=,86
3581,0,0,ZNGQ2RMNW4D3XJKH2157V8MN71M5DD9=,87
3582,0,1,CSPEUSA7QCGEY6I4UNK4AIZLWMAA4A2=,87
3583,0,2,E3J1Z6HFJR6T6YQEGYZ1G1VN74685B3=,87
3584,0,3,NM0URPD44OU63EJNB5A8IN65Z9G179E=,87
3585,1,0,E8JEFPBEUKIZLDTDYWWFSP71N8BD48A=,87
3586,1,1,WBLAD0PY1K53ADJCSH92JDJ3H5YA6C9=,87
3587,1,2,8P2NNW40YLYQ5DEQPX30JREWE2FB116=,87
3588,1,3,468J4NFRMB3PUWETQDK1W03SYR5C17F=,87
3589,2,0,XGXBG321UHIXSEI7XD3ZLJF2DJ73959=,87
3590,2,1,8Z4C9BNLOKD434XLF0PP4ZC7ZGA6E99=,87
3591,2,2,5CUR0KO70W17PZTJ8B2PKX6F6IH5686=,87
3592,2,3,UUPHGA9WN61CJ68H2FVIGHP6X1E2896=,87
3593,3,0,Z1V5EMN37WEM7PC42PT1A80Q6PL36B9=,87
3594,3,1,DMOGER3BUQCPW2N3LW43FJF144Y44D5=,87
3595,3,2,6KVXES95DXLAXOCOAZXWXRFEQBJ80CA=,87
3596,3,3,YTHL0FOIQU1V4HDXUS74IPO45E2109D=,87
3597,4,0,Y1F104WKXIJ7B55ASRYJ00AVLL4723D=,87
3598,4,1,MZZXARYGDFIZSZU5B3MCQZL2K3IF391=,87
3599,4,2,T63D4NHE05DASI2ZTI9CHL9Q3SR0115=,87
3600,4,3,DA6P6O3D5S8Y5ZWHWQJRUT6EBO98817=,87
3601,5,0,XC6VKM0CGR1HSXJADDHE8C60DWO5647=,87
3602,5,1,RO6Y4WEPDSVJ7RRKHQRJKFAMIP7F095=,87
3603,5,2,8F8VXIKUYVHUQBAYARXOGRIQPUND51F=,87
3604,5,3,H5J2ORQ0ZW841NGZGHP6EGWZBHN6A6A=,87
3605,6,0,E6NEA56LPIRUZO1V0X995RTPTTP64D4=,87
3606,6,1,G39VDIW9K85RK469XA01EKIXCC4F17B=,87
3607,6,2,86Z0LMW5RCMW6SK655KXEA4CLY9DAE8=,87
3608,6,3,06I62VMDZOBGI01S1JDCHEYM1DZEE91=,87
3609,7,0,S1ASJ2USINBO3HLY7G8U30EAFWWC403=,87
3610,7,1,W5W9LAU0XG2GXTRKVX4NISX4GY7579A=,87
3611,7,2,26P34F2ATUG07C2SNH3YR9NE317C652=,87
3612,7,3,96WH5OP73Z3VYB7KX5GU1YA8KOVF877=,87
3613,8,0,AWAS98LHKSG3G7744FQLOPY7CX52AE5=,87
3614,8,1,F1NLBW5EZ1ZKV0R9WE0HBSS7AYX95D8=,87
3615,8,2,42TUGZYGP7SCRN2OYDZMFTRI0568464=,87
3616,8,3,4DHJQ3YZBCIQ5AGZ2TCLTHBD2IJ26DB=,87
3617,9,0,7NQSNG4SK75J0GPVNTDWY8T7EHS3C3F=,87
3618,9,1,LELIBLNH31V3IZS7RJJI8FC0RQMCDF6=,87
3619,9,2,VZB1IWT49B7MQROA83LDVUI7FCA26DF=,87
3620,9,3,HN3FB6DLF3JGDR453VC43M6WY5K1AFF=,87
3621,0,0,6DVWVGMAGX4CWTXIFAXFJPAALXS3CA3=,88
3622,0,1,YTYXWB9JPWGAJ7AI1SYZ09Z3VEJ0E51=,88
3623,0,2,LI3EXOMM4GVSRIOHGIPLGL0V6J1B6D7=,88
3624,0,3,MG0RXRUNFMESBENQ9HTGO8W2YJDE651=,88
3625,1,0,8ZP4Q93RBG0N9YJV8ZH1YT7JVCS3F99=,88
3626,1,1,BVYYQ3XKEF87I33AC8ZLZIZ6CIT2C76=,88
3627,1,2,O5KV16ZP5PYWK0ZFEFUIREK2WQJ8968=,88
3628,1,3,JJ6AM8LO7QE0CTCBQQ2GPPYBFYL1226=,88
3629,2,0,U2HH35YHWLCQ5Z3PA3SV2MBVCWJF03E=,88
3630,2,1,X3IC9TGGAF09W6QDNE7AXU7K93JC1AC=,88
3631,2,2,4IPODN9FHS71KA3ZIPLA1YPNRUTF780=,88
3632,2,3,SCXD2GFMS7NF6FINDMGU4WLWJ4I2316=,88
3633,3,0,16XD80GD5HLEDDGA1X5TD7W93A47C5B=,88
3634,3,1,A1SOIBJZWABJRCBPBHID6DEJQRT7242=,88
3635,3,2,TLTRGRHRJMFK1O09YQCZYBGAVU8ED93=,88
3636,3,3,VUEPHXCATALO7G5MSJ0BDHDGZ4G01E5=,88
3637,4,0,1W3P2MWDQKPJJLQFVQMID1CPS4O9C37=,88
3638,4,1,HYCI4GO79B3QCTLOILHB5ULKAV4C51D=,88
3639,4,2,4E7IA1GWE7LT0695K4DKGBU8R8BCF92=,88
3640,4,3,EKU57U6ZNGX9IZ2LHY69XKUOP8K25AB=,88
3641,5,0,BV31VG5UC5W4A91WXLLJ6YKI3RS3C52=,88
3642,5,1,9MDC01UFI41H7WGI9E1RPO8FLL9DF42=,88
3643,5,2,XPEEDQLALDSTBB8TMEJU1ZBI4AZB927=,88
3644,5,3,EX7WDRIWG71Y7KGKUY8AZVINLH3B7FE=,88
3645,6,0,RH3XFRYY19TKQJ3KPVABTQ3OZTZD468=,88
3646,6,1,0ZAJ0ILPTEKJPT6ARDDRKYKSC08DFDE=,88
3647,6,2,H5P409XD60IA7LIU4LLOA5CP5154A96=,88
3648,6,3,E4LQAN6NXDFH49I51DXA6YWJQZH543A=,88
3649,7,0,MHC390QP8AAQ6OVTNAT228PFKKV7DB6=,88
3650,7,1,RGAKHOA1U8BR40J8JW43803G5O7D0C5=,88
3651,7,2,UAUM4DU04NUG6LRI2X7R74J7V7H7087=,88
3652,7,3,75DVID98WIKOJVD3FKBTQHT8LKMD58D=,88
3654,8,1,0G13BB2NEJC2MJ2YJ74E7NI9RAFCA0D=,88
3655,8,2,P5YC7VHHDNSZCYADXJ7DR8B4DJJAEE2=,88
3656,8,3,7DSS6RMHOHO7JS4WU9LBPJ5SKZJB540=,88
3657,9,0,WKOI0DDL1ZZ8Y1YMQIQAO12IPVM9EC8=,88
3658,9,1,MOWK4CJS1ISRRHE894EQWGASJA1899C=,88
3659,9,2,JLLQHV09U21RY5FCWGP4NTJAUAU66E3=,88
3660,9,3,ICXGIN0LGCHE3XHLA0ZDRXSYJT5231C=,88
3661,0,0,GG5ZRZBONVAQONFG5DHQSZ1GQJH9070=,89
3662,0,1,RDHBSZPSVKZJWWFMVQG15RIWC5K73E7=,89
3663,0,2,ZV268SIZW22MFBN8BVAUAHY2HHY4324=,89
3664,0,3,J4VLLG5AMBRWVLBKPVJGW7U7KORC2E7=,89
3665,1,0,A90Y85BXOPOT3BWTE9CDEDXOUUCDC5A=,89
3666,1,1,E2UVNPNL8JI2QQ8XZKVN72G02SEAAD2=,89
3667,1,2,EML3OW7ZK2P13LGWYFVDSG8QWDPCD52=,89
3668,1,3,WZONNVYIPA3VCL6UR95M8NNRH4XC606=,89
3669,2,0,XR44FA7E1FA5KN6OT6S18S6IKJG7C55=,89
3670,2,1,05Z5M33IMBRACQNFB2CTZNXDHW96DC8=,89
3671,2,2,2RJZ144TAJIQFQFEEWPIYG0T1PJ9546=,89
3672,2,3,2HP7A1WWW3N7219SJC5HWZDFLA23581=,89
3673,3,0,555E15YT6GTWANHI05L3S3I3QW7A044=,89
3674,3,1,7YCIA7RUGJF7C2ZDE6FNXSX4IQKAE21=,89
3675,3,2,XHPFYDLMBXO0PRRB220JQCPYHPOCBAC=,89
3676,3,3,XAOGJ4PN7SOGN6KQ73CS0EZURBF1147=,89
3677,4,0,DCYHIGVGTP0PTYVE14NMTBRJC52752A=,89
3678,4,1,M45ZEI3Y4PKUSJQO5P7GXCWLF1D7B2E=,89
3679,4,2,GO3IC94YA6N0JFOJLSYUNQE234J0C34=,89
3680,4,3,QLXZ7VLKMSY0R6MSV2EHQG1DKG68442=,89
3681,5,0,B0YJKVRIXVO7QKCWSJSM6FXHIU80F69=,89
3682,5,1,AGYOK6F0403K76BGXS903A9TUAO1404=,89
3683,5,2,CT0364TPIWUO5NKXTD3T167AZUICB40=,89
3684,5,3,0B4W185DHVXK97KRVJM2ERXM06W13FB=,89
3685,6,0,EROAUNGXWEVWSJWSGXWF6N8IUTE15AF=,89
3686,6,1,ISGGHCT71WUYFFOOSAZQ0N9QW729BD3=,89
3687,6,2,LILCHMGS2DJOMMV4010F1PRQYH77835=,89
3688,6,3,D0Y93Q9EUKUNVSRME53QNYA3IDCACF2=,89
3689,7,0,DP6GA5LKPJODAE9SOQ2ZQJ9A87Z3598=,89
3690,7,1,ZXQ2S0P2Y71DWYOAXG4G42XIF1R7F8B=,89
3691,7,2,Y8BLHULH5A0SMYAC9JWEQC8FEQS3AA8=,89
3692,7,3,9XMZD6R2JXD6S051LGLNWL1MGY2F65F=,89
3693,8,0,UFYR0IJJOF2LFRDJZ41LK8PHJNTC3C3=,89
3694,8,1,ZWFZS8FC3BDM58TP9ASK8SHWPVO89FB=,89
3695,8,2,GNA2MQL1VKZH3V954RKEL8DVZ1Y5B3B=,89
3696,8,3,UOGWIEOCW6SNBR05BNTYI3561B0934E=,89
3697,9,0,BMCRZMN6LHB2BPT9SYHL9W762UY2362=,89
3698,9,1,PWT1F3IXO1HLRMSU2WDEP7OQ63J3508=,89
3699,9,2,NV33J5NGHTE2MXJOA05N31KLQ2E1DD2=,89
3700,9,3,L2VDFVO4Y2PXHG6X7N0AQR0C1CW0E3F=,89
3701,0,0,QHB0R2N2G5VJB4063RX05RJFCNWF022=,90
3702,0,1,GARMCT9PZZANVUTCKY09TAT38Z3C523=,90
3703,0,2,ILMJ4DBYTO6Z9GZC1UYWODEOUF1AD82=,90
3704,0,3,DVNIDS5M706X0E4RH5YCLNQV3P0A723=,90
3705,0,4,2S50JXSTGNFS6FGOMZ390KT68I62452=,90
3706,0,5,R7OPEE2LOZJW5FZOVFJ7C3Z8JMA59ED=,90
3707,1,0,BWTLJKZ7UMQVYVYZ4A25GGAYJTJ7E3B=,90
3708,1,1,T979ICRFDO5RE7SCHAHY1LVVVX8DF90=,90
3709,1,2,7X7TRZTWBWOZYF4G17KZ4Z47494537D=,90
3710,1,3,PER2ER88B5B6N4O0TLVK28FTJL08A7F=,90
3711,1,4,787LI5U0XKX4E3NWBC249T69S8Q1DD3=,90
3712,1,5,K17ZJGK1F1VADL9OISODHG9AAXNCCCF=,90
3713,2,0,TS5Z4YZF8B0J2NE7YH9KBNL0FSF3CBE=,90
3714,2,1,IR6M1XZ3L41UFJZ3V4VPR299EZT6ED7=,90
3715,2,2,3NVQ1OGQ78ERXV8QASWR15GF26MCFAB=,90
3716,2,3,YR5Q7UIX9AKIY8VLRIYU63CA3Z96E88=,90
3717,2,4,5KZ9S0BVUWO565DG3CZ1VXLQ9FVCC5A=,90
3718,2,5,DMN0LN1ORMS7QMC926009G4ZQASA75C=,90
3719,3,0,MAHSF2KY0JK19SWDW7ADA9FYEJC8564=,90
3720,3,1,GBDGUX0TRH3YEQW4FUHLWANN6718764=,90
3721,3,2,ZJTMMS2XWSFR7EH2IBR3L8B4H1G322B=,90
3722,3,3,N8M45TT3K08NT198GD9SPNNO3PVFDEC=,90
3723,3,4,VVPKJ2J8EQ7VX5S1RIU9VR5UDF2AF4F=,90
3724,3,5,ECP0YWDOBY5MUXSW8L7NXLE988S98D9=,90
3725,4,0,IK6YIF2WDS1NX47136AXCYGACWM47E8=,90
3726,4,1,3KS2CYB620YGJ42EFNS34YMNCLN7ADD=,90
3727,4,2,K6Y6Q7UN662Q75RR7BONPQKUEDZEA7C=,90
3728,4,3,90J2D1WUDSES6TZF9F9YSR2ZXWSF139=,90
3729,4,4,PH4K7B6JAQFYT3D53SA0NC2MDYZ7130=,90
3730,4,5,1UC0Q9489ZKNZ3NXE31J0USKN14EAE3=,90
3731,5,0,ETITVLRTMN5VYSX91RSTM2MMK4LBD56=,90
3732,5,1,BXMS78OJNO9IQD62SGNI6XHMWR67A36=,90
3733,5,2,18YMMOC188PAJUICACSQFLVGLL65177=,90
3734,5,3,BKMF2C03II1T7B8O5PCS3DC8ZCG9F28=,90
3735,5,4,M0OD6VETGLSWMJNQP37CKSG2NGP1DD1=,90
3736,5,5,9URZRFU3I3N50G0ORIUX20JNO583F99=,90
3737,6,0,MFOFZV3R69V5KD3MZUZIAETS3NO6127=,90
3738,6,1,SNI48E5S9P0T7G66TVDPQ9693KY188F=,90
3739,6,2,T82ZJ9GREX3SQ8X9421W68KTMCU6CC2=,90
3740,6,3,9F8RH8WV04JGTOKTMEEDO11DDVKB2EE=,90
3741,6,4,ECZA1EME5Z4TOXMHMKKTP2G8EWH0717=,90
3742,6,5,MNKGQD73RPECOW0BE5P70A319CK6398=,90
3743,7,0,YMSJQB23GF3N6CFFF60OH7OA6M6FBEA=,90
3744,7,1,J6MVUP61IHHQDOYLW7PK5KWC3BMFBE6=,90
3745,7,2,57CG5MICWXD6NCLD9PGOIWVCSGFDAA0=,90
3746,7,3,SO0T5E3RNV9SLNN5NFEJWLWXV5IAF67=,90
3747,7,4,6KZ2L2R39SZNDL6YDRL0AY4G16QFC2B=,90
3748,7,5,ZW3EUWSO0U7M9I3UUR8WVDP8Q1C9DCE=,90
3749,8,0,J9FEWGA9A3Z4TLVUH39UJ3T7G8S15AC=,90
